Country,Year,AvgTemp,Country_CO2,Year_CO2,co2,co2_per_capita,total_ghg
Syria,1982,17.75109523809524,Syria,1982,24.44,2.553,38.512
Canada,2003,6.976414746543779,Canada,2003,581.19,18.255,948.6
Guinea,1996,26.169541666666664,Guinea,1996,1.183,0.152,29.351
Uruguay,2012,18.744625,Uruguay,2012,8.605,2.58,53.555
Panama,2011,27.113583333333327,Panama,2011,9.899,2.68,19.827
Kazakhstan,1982,9.611564516129034,Kazakhstan,1982,229.742,14.829,376.354
Nigeria,1985,26.772070512820523,Nigeria,1985,69.561,0.819,319.885
Israel,1978,19.560629629629627,Israel,1978,21.032,5.907,26.195
Italy,1996,12.969491017964076,Italy,1996,442.843,7.747,498.726
Venezuela,1998,26.648412500000003,Venezuela,1998,134.993,5.72,251.855
Cuba,1994,26.443666666666672,Cuba,1994,21.426,1.968,53.249
Chile,1977,12.704811387900357,Chile,1977,23.017,2.091,69.41
Algeria,1979,17.900666666666666,Algeria,1979,45.303,2.512,103.286
Netherlands,2006,10.91963888888889,Netherlands,2006,173.279,10.506,223.169
Honduras,2012,24.607900000000004,Honduras,2012,9.108,1.045,30.006
Australia,1991,17.43113095238095,Australia,1991,279.437,16.103,522.525
Uganda,2003,24.812472222222222,Uganda,2003,1.513,0.057,41.382
Ghana,2010,27.58923148148148,Ghana,2010,8.943,0.351,45.466
Turkmenistan,1990,15.523472222222223,Turkmenistan,1990,33.361,8.871,58.74
Sweden,1978,4.7677962962962965,Sweden,1978,79.477,9.603,85.344
Morocco,1988,17.854249999999997,Morocco,1988,20.931,0.891,57.814
Pakistan,1991,24.243326271186437,Pakistan,1991,67.477,0.562,183.223
France,2006,11.784567129629629,France,2006,406.669,6.554,466.453
Malaysia,2002,27.383273437500005,Malaysia,2002,132.035,5.478,277.628
Ecuador,1980,21.046852564102565,Ecuador,1980,13.416,1.643,122.933
Philippines,1984,26.778870512820514,Philippines,1984,30.785,0.573,202.223
Madagascar,2001,22.970041666666667,Madagascar,2001,1.747,0.103,115.858
Belgium,2000,11.237726190476188,Belgium,2000,126.776,12.366,152.466
Romania,2004,9.702599999999999,Romania,2004,103.233,4.823,133.131
South Africa,1976,16.03593989983305,South Africa,1976,192.909,7.308,286.291
Germany,1987,7.978117525773192,Germany,1987,1032.267,13.224,1250.928
Zambia,2004,21.40613541666666,Zambia,2004,2.104,0.186,79.16
Taiwan,1991,22.358783333333335,Taiwan,1991,133.631,6.43,148.633
Chile,1976,11.95281850533808,Chile,1976,24.029,2.217,76.97
Algeria,2001,19.46106666666667,Algeria,2001,86.019,2.745,150.513
Latvia,1990,7.424541666666666,Latvia,1990,19.662,7.391,27.616
Latvia,2004,6.355208333333334,Latvia,2004,7.731,3.415,14.957
Hungary,1993,10.210222222222221,Hungary,1993,62.991,6.082,78.223
Hungary,2007,11.82638888888889,Hungary,2007,58.449,5.825,72.995
Honduras,2003,24.775700000000004,Honduras,2003,6.687,0.939,27.67
Australia,2006,17.489148809523808,Australia,2006,391.373,19.007,662.826
Lithuania,1978,5.620833333333334,Lithuania,1978,34.922,10.332,47.4
Ukraine,2005,9.124559027777778,Ukraine,2005,313.513,6.588,417.94
Dominican Republic,2000,26.236777777777778,Dominican Republic,2000,18.937,2.206,32.277
Dominican Republic,2004,26.647564814814814,Dominican Republic,2004,17.254,1.895,27.582
Uzbekistan,2005,13.482635416666668,Uzbekistan,2005,121.602,4.614,173.01
Serbia,1990,11.089111111111114,Serbia,1990,57.538,7.307,72.311
Norway,2004,6.896239999999999,Norway,2004,44.257,9.638,61.09
Panama,1996,27.146,Panama,1996,4.397,1.581,19.328
Ghana,1992,26.49134259259259,Ghana,1992,3.243,0.2,28.902
Albania,2002,16.47175,Albania,2002,3.748,1.196,7.704
Tunisia,1985,19.2269,Tunisia,1985,12.704,1.714,20.968
Mexico,1977,20.290379725085906,Mexico,1977,192.338,3.087,339.111
Mexico,1986,20.228140034364266,Mexico,1986,293.219,3.829,574.975
China,1985,14.029731041209462,China,1985,1997.193,1.884,3560.514
Belgium,1990,11.18517857142857,Belgium,1990,120.335,12.081,145.061
South Africa,1997,16.70457,South Africa,1997,385.215,8.435,521.499
Germany,1984,8.483949484536081,Germany,1984,1033.017,13.244,1258.619
Vietnam,1998,26.062852777777778,Vietnam,1998,47.866,0.636,270.424
Taiwan,2006,22.88413055555556,Taiwan,2006,276.552,12.069,295.974
Argentina,1989,17.935057894736836,Argentina,1989,117.067,3.628,289.025
Tanzania,2003,23.605015624999997,Tanzania,2003,3.687,0.099,134.115
Hungary,1988,10.308500000000002,Hungary,1988,78.031,7.474,104.557
Armenia,1995,9.758250000000002,Armenia,1995,3.363,1.017,7.138
Poland,2003,8.623269736842104,Poland,2003,318.733,8.343,396.923
Panama,1979,27.10075,Panama,1979,4.19,2.192,21.136
Panama,1987,27.673666666666666,Panama,1987,3.164,1.375,25.567
Cambodia,1986,27.086000000000002,Cambodia,1986,0.432,0.069,122.959
United Kingdom,1985,8.675067401960785,United Kingdom,1985,559.635,9.886,740.042
Pakistan,2004,25.419259887005648,Pakistan,2004,124.637,0.728,290.965
India,1983,25.43940537084399,India,1983,352.205,0.478,1299.55
Philippines,1995,26.893616666666667,Philippines,1995,59.22,0.839,189.991
Madagascar,2013,22.4625625,Madagascar,2013,3.061,0.127,66.823
Bangladesh,2009,26.133482456140353,Bangladesh,2009,49.188,0.326,158.02
Belarus,2005,7.284781250000001,Belarus,2005,59.396,6.144,95.442
Vietnam,1976,24.822663888888894,Vietnam,1976,13.899,0.291,136.068
Haiti,2009,27.249883333333337,Haiti,2009,1.881,0.194,30.309
Mozambique,2000,23.87303472222222,Mozambique,2000,1.322,0.073,65.936
Algeria,1974,17.38096666666667,Algeria,1974,31.847,2.104,89.549
Argentina,1992,17.121463350785337,Argentina,1992,121.514,3.606,309.154
Australia,1976,16.910666666666664,Australia,1976,169.803,12.088,484.119
Guatemala,2006,19.875666666666667,Guatemala,2006,12.176,0.911,74.88
Canada,1981,6.671177489177489,Canada,1981,429.622,17.292,774.426
Djibouti,2008,29.68841666666667,Djibouti,2008,0.495,0.554,1.792
Dominican Republic,2002,26.943268518518515,Dominican Republic,2002,20.87,2.358,29.322
Libya,1982,20.200705882352946,Libya,1982,30.565,8.206,74.363
Libya,1992,20.09904166666667,Libya,1992,37.024,7.979,80.676
Libya,2004,20.83705833333334,Libya,2004,56.854,9.911,98.371
Kazakhstan,1996,10.144208333333335,Kazakhstan,1996,154.716,9.425,199.212
Togo,1980,27.002791666666656,Togo,1980,0.794,0.272,5.564
Ghana,2000,26.87038888888889,Ghana,2000,5.313,0.271,40.454
Albania,1982,16.0765,Albania,1982,7.308,2.567,14.056
Laos,1988,24.476166666666668,Laos,1988,0.213,0.052,25.405
China,1984,13.731090163934436,China,1984,1844.213,1.767,3463.252
Russia,1989,7.526741298212607,Russia,1989,2405.697,16.224,3335.42
Turkey,2012,14.6391097972973,Turkey,2012,358.645,4.769,454.121
Canada,2007,7.013476394849786,Canada,2007,589.956,17.828,907.137
Peru,1977,17.231353846153848,Peru,1977,23.296,1.446,125.484
Guinea,2008,26.400208333333335,Guinea,2008,1.964,0.198,41.767
Libya,2002,21.07555833333333,Libya,2002,52.525,9.535,89.684
Norway,1998,7.225666666666668,Norway,1998,41.838,9.441,56.174
Thailand,1980,27.530563492063493,Thailand,1980,39.751,0.871,338.307
Hong Kong,2011,21.529750000000003,Hong Kong,2011,43.15,6.041,48.272
Ghana,1986,26.519944444444448,Ghana,1986,2.935,0.21,28.111
United States,1980,14.65170219025825,United States,1980,4730.218,20.579,6170.309
United States,2007,15.312594771241832,United States,2007,6121.542,20.28,7181.516
India,2010,26.55924434968016,India,2010,1678.53,1.35,2848.131
Philippines,1990,26.98849102564103,Philippines,1990,40.774,0.649,199.879
Madagascar,2002,22.975986111111112,Madagascar,2002,1.232,0.07,98.708
Egypt,1999,22.687793859649126,Egypt,1999,126.987,1.776,194.761
Bangladesh,1996,25.701745614035087,Bangladesh,1996,21.507,0.172,115.692
Colombia,1983,23.643850427350422,Colombia,1983,49.218,1.759,165.697
Vietnam,1997,25.413566666666668,Vietnam,1997,45.502,0.613,236.789
Mozambique,1980,23.685354166666666,Mozambique,1980,3.198,0.282,39.21
Mozambique,1998,24.559652777777778,Mozambique,1998,1.112,0.064,63.883
Cuba,1999,25.982333333333333,Cuba,1999,24.489,2.212,47.568
Algeria,2005,18.591683333333332,Algeria,2005,109.564,3.309,173.606
Russia,2009,7.696054781801299,Russia,2009,1545.236,10.741,2249.519
Ukraine,1998,8.667662020905924,Ukraine,1998,328.878,6.528,431.185
Senegal,2006,26.657250000000005,Senegal,2006,4.43,0.385,17.045
Chad,1983,27.372958333333333,Chad,1983,0.205,0.041,16.882
Ghana,1987,27.44004629629629,Ghana,1987,3.147,0.22,31.492
China,1983,14.589140503875974,China,1983,1693.747,1.646,3330.966
Malaysia,1996,26.86701041666667,Malaysia,1996,110.108,5.281,265.074
India,2012,26.19265892133873,India,2012,1926.986,1.507,3164.01
Venezuela,2009,26.62168958333333,Venezuela,2009,152.176,5.351,267.759
Zambia,1976,20.3743125,Zambia,1976,4.019,0.781,47.02
Chile,1996,12.364821167883212,Chile,1996,48.226,3.273,82.276
Russia,1980,5.439233243967831,Russia,1980,2130.355,15.374,3144.013
Russia,1994,6.105348148148152,Russia,1994,1646.876,11.112,2245.12
Syria,1988,18.309107142857144,Syria,1988,36.86,3.128,57.995
Syria,1996,18.93332142857143,Syria,1996,47.446,3.159,86.112
Netherlands,2012,10.04611111111111,Netherlands,2012,165.752,9.799,205.055
Turkey,1981,13.891011494252874,Turkey,1981,79.321,1.712,150.804
Afghanistan,1997,15.148470588235295,Afghanistan,1997,1.304,0.071,18.057
Guatemala,1985,19.350333333333335,Guatemala,1985,3.495,0.445,61.693
Poland,2012,8.889953436807096,Poland,2012,325.778,8.518,382.93
Libya,2011,20.60080833333333,Libya,2011,53.542,8.441,69.612
Uzbekistan,1984,12.057457446808511,Uzbekistan,1984,92.106,5.3,141.979
Serbia,2009,11.303402777777778,Serbia,2009,45.92,6.184,43.86
Ghana,2008,27.031203703703707,Ghana,2008,8.324,0.343,43.624
Sweden,1984,5.73835294117647,Sweden,1984,57.308,6.874,63.697
Pakistan,1980,24.70431073446328,Pakistan,1980,31.932,0.388,124.478
China,1977,14.48129535452323,China,1977,1340.715,1.421,3343.369
Ecuador,1987,21.626730769230768,Ecuador,1987,15.055,1.539,81.22
Romania,1999,10.26961,Romania,1999,88.899,4.011,119.851
Germany,1998,9.495867631851088,Germany,1998,923.499,11.261,1078.613
Belarus,1984,6.607281250000001,Belarus,1984,99.364,10.055,160.782
Zambia,2000,21.208208333333328,Zambia,2000,1.784,0.178,58.201
Algeria,2008,18.916450000000005,Algeria,2008,108.596,3.119,176.144
Argentina,1986,17.787565104166667,Argentina,1986,104.199,3.382,275.895
Ireland,1995,10.286958333333333,Ireland,1995,35.853,9.93,63.859
Netherlands,1994,10.440399305555555,Netherlands,1994,171.952,11.104,228.342
Poland,2013,9.370748344370861,Poland,2013,321.757,8.41,380.849
Libya,1999,21.381766666666667,Libya,1999,50.26,9.632,88.893
Bolivia,2008,11.888454545454545,Bolivia,2008,13.028,1.322,130.623
Turkmenistan,1995,16.04188888888889,Turkmenistan,1995,34.569,8.248,57.098
Sweden,2000,7.4417241379310335,Sweden,2000,54.892,6.187,69.902
Laos,1981,24.461583333333326,Laos,1981,0.15,0.045,25.17
Mexico,2007,20.597421821305844,Mexico,2007,473.595,4.354,698.851
Indonesia,1991,26.44056379310345,Indonesia,1991,174.754,0.936,994.146
Indonesia,2004,26.85178735632184,Indonesia,2004,342.709,1.504,1288.085
Spain,1979,14.715171666666665,Spain,1979,202.747,5.446,249.565
Spain,2001,15.528028333333332,Spain,2001,311.031,7.541,367.158
Ecuador,1978,20.81647435897436,Ecuador,1978,10.41,1.346,89.218
Lebanon,1976,18.588555555555555,Lebanon,1976,5.924,2.173,7.468
Lebanon,1979,19.627083333333335,Lebanon,1979,5.785,2.007,7.258
Lebanon,1998,20.034777777777776,Lebanon,1998,16.286,3.895,18.237
Lebanon,2008,20.078083333333332,Lebanon,2008,17.418,3.536,20.532
South Africa,2002,17.089773333333337,South Africa,2002,356.501,7.424,477.323
Germany,2003,9.867757231404957,Germany,2003,894.501,10.894,1027.411
Germany,2011,10.257348909657326,Germany,2011,804.542,9.95,917.062
Belarus,2011,7.823552083333335,Belarus,2011,61.353,6.477,101.044
Haiti,1976,26.401533333333337,Haiti,1976,0.672,0.129,6.455
Cuba,1981,25.72934523809524,Cuba,1981,32.723,3.322,78.84
Tanzania,1991,23.01898958333334,Tanzania,1991,2.255,0.084,79.327
Netherlands,2005,10.432899305555557,Netherlands,2005,178.13,10.818,227.757
Honduras,2011,24.790033333333334,Honduras,2011,8.857,1.037,34.567
Guatemala,1990,19.639833333333335,Guatemala,1990,4.658,0.516,49.068
Guatemala,1994,20.082,Guatemala,1994,6.639,0.661,72.451
Thailand,1997,27.433619047619043,Thailand,1997,181.203,2.984,352.22
Bulgaria,1977,11.119416666666668,Bulgaria,1977,75.796,8.609,104.426
Chad,1999,27.369708333333335,Chad,1999,0.474,0.058,44.395
Turkmenistan,1977,14.871805555555556,Turkmenistan,1977,27.237,10.38,52.064
Turkmenistan,1982,14.085861111111113,Turkmenistan,1982,29.521,9.888,54.815
Pakistan,1998,24.87452259887006,Pakistan,1998,96.741,0.66,252.755
China,1996,14.268418824098708,China,1996,3499.311,2.843,5359.031
Philippines,1985,27.00340641025641,Philippines,1985,27.855,0.505,200.594
Brazil,1995,22.852961742424245,Brazil,1995,268.678,1.661,2645.838
Egypt,2005,22.424013157894734,Egypt,2005,166.934,2.058,240.169
Bangladesh,1976,25.455605263157896,Bangladesh,1976,5.556,0.07,71.587
Bangladesh,1995,25.640048245614036,Bangladesh,1995,21.056,0.172,108.342
Ireland,2012,9.746291666666666,Ireland,2012,38.224,8.309,69.01
Latvia,2006,6.963416666666665,Latvia,2006,8.31,3.745,13.967
Netherlands,2013,9.507020833333334,Netherlands,2013,164.925,9.72,203.779
Afghanistan,2005,14.896811111111111,Afghanistan,2005,1.89,0.077,19.199
Dominican Republic,2010,26.855833333333337,Dominican Republic,2010,20.445,2.082,33.504
Uzbekistan,2000,13.52711458333333,Uzbekistan,2000,123.478,4.982,164.768
Uzbekistan,2012,12.578864583333333,Uzbekistan,2012,118.86,4.062,176.753
Cambodia,1978,27.312250000000002,Cambodia,1978,0.048,0.009,18.151
Cambodia,1981,27.362583333333333,Cambodia,1981,0.3,0.057,22.211
Bolivia,2007,12.026169230769229,Bolivia,2007,12.74,1.315,122.738
Tunisia,1980,18.292133333333332,Tunisia,1980,9.784,1.481,18.162
Turkmenistan,1983,15.88613888888889,Turkmenistan,1983,29.945,9.762,55.6
Laos,2007,24.805916666666665,Laos,2007,1.836,0.303,69.445
Indonesia,1998,27.087910919540224,Indonesia,1998,244.315,1.164,1259.636
United States,1987,14.93339614630961,United States,1987,4691.93,19.06,6046.492
Spain,1983,15.088095000000003,Spain,1983,203.446,5.318,252.885
Germany,2013,9.463346875000001,Germany,2013,831.746,10.263,946.155
Haiti,1989,26.757916666666674,Haiti,1989,1.022,0.152,7.661
Hungary,1974,10.486611111111111,Hungary,1974,74.028,7.081,99.867
Netherlands,2007,11.004614583333332,Netherlands,2007,173.028,10.467,220.701
Lithuania,1986,6.143133333333334,Lithuania,1986,36.063,10.035,50.066
Dominican Republic,1990,26.51465740740741,Dominican Republic,1990,8.929,1.249,17.933
Senegal,1981,26.556520833333334,Senegal,1981,3.28,0.547,12.397
Uruguay,2002,18.30170833333333,Uruguay,2002,4.569,1.394,32.74
Bolivia,2009,12.16382258064516,Bolivia,2009,13.633,1.361,128.916
Tunisia,1977,19.347916666666666,Tunisia,1977,6.819,1.108,16.366
United Kingdom,1978,9.089948529411764,United Kingdom,1978,604.728,10.765,798.987
Mexico,2009,21.005427835051538,Mexico,2009,460.29,4.11,674.108
Morocco,2007,18.03675,Morocco,2007,48.913,1.568,75.141
Iran,1984,15.390768934531451,Iran,1984,150.401,3.147,256.317
France,1980,9.937717592592593,France,1980,514.509,9.538,677.58
Japan,1984,13.020367843511446,Japan,1984,940.542,7.813,1028.927
Spain,2006,15.983856666666668,Spain,2006,358.869,8.029,410.581
Madagascar,1981,22.294875000000005,Madagascar,1981,1.025,0.11,68.038
Romania,1974,9.282003333333336,Romania,1974,150.611,7.161,216.782
South Africa,1999,17.51095666666667,South Africa,1999,374.869,8.022,510.197
Russia,1990,7.148395833333335,Russia,1990,2536.284,17.024,3462.518
Guatemala,2003,20.1205,Guatemala,2003,10.411,0.831,73.609
Uganda,1993,24.350416666666664,Uganda,1993,0.797,0.041,34.08
Greece,2001,17.56745238095238,Greece,2001,105.361,9.717,122.429
Lithuania,2010,6.429816666666667,Lithuania,2010,13.802,4.455,24.418
Portugal,1978,14.884011904761905,Portugal,1978,22.585,2.363,41.334
Portugal,1987,15.694964285714285,Portugal,1987,31.198,3.119,49.141
Portugal,1989,16.154511904761907,Portugal,1989,40.822,4.082,58.162
Thailand,1992,27.06436111111111,Thailand,1992,105.513,1.867,268.208
France,2002,11.708453703703706,France,2002,407.027,6.747,471.031
Brazil,2000,22.557505303030325,Brazil,2000,340.183,1.955,2823.803
Egypt,1984,21.757833333333338,Egypt,1984,62.942,1.278,112.537
Cuba,2012,26.266910714285718,Cuba,2012,29.476,2.608,41.973
Hungary,2004,10.423398148148147,Hungary,2004,59.985,5.947,74.896
Afghanistan,1991,15.57064367816092,Afghanistan,1991,1.914,0.156,13.711
Uganda,1989,23.913555555555558,Uganda,1989,0.804,0.047,36.676
Canada,2002,7.448901709401708,Canada,2002,564.256,17.893,937.466
Uruguay,1995,17.879708333333337,Uruguay,1995,4.565,1.431,30.681
Bulgaria,1993,10.959365853658536,Bulgaria,1993,58.389,6.896,76.804
Indonesia,2007,26.68232758620688,Indonesia,2007,387.577,1.635,1356.118
Pakistan,1999,25.259405367231647,Pakistan,1999,99.389,0.66,256.205
Belgium,1981,9.880119047619047,Belgium,1981,123.577,12.545,151.458
Italy,2000,14.050831349206346,Italy,2000,469.598,8.199,538.479
Vietnam,1999,25.208919444444444,Vietnam,1999,48.548,0.636,296.095
Haiti,1974,26.288749999999997,Haiti,1974,0.472,0.094,6.563
Cuba,2004,26.465934523809523,Cuba,2004,24.54,2.183,47.851
Ireland,2007,10.562708333333333,Ireland,2007,47.658,10.847,92.831
Armenia,1989,12.2514,Armenia,1989,9.418,2.735,12.04
Armenia,1990,9.097833333333334,Armenia,1990,9.003,2.535,11.656
Peru,2005,18.39023275862069,Peru,2005,30.321,1.079,146.384
Portugal,1979,14.797309523809526,Portugal,1979,24.856,2.572,43.951
Portugal,1981,15.61125,Portugal,1981,27.0,2.745,45.056
Uruguay,1982,18.29970833333333,Uruguay,1982,4.86,1.633,27.519
Albania,1985,15.912833333333332,Albania,1985,7.882,2.604,14.435
Norway,1995,7.265058823529412,Norway,1995,38.469,8.825,55.789
France,2012,11.279648148148148,France,2012,358.1,5.59,425.889
Israel,2010,21.623675925925927,Israel,2010,68.287,9.308,77.147
Colombia,1994,23.115429487179497,Colombia,1994,66.982,1.907,191.867
Lebanon,1993,19.00213888888889,Lebanon,1993,10.355,2.71,12.745
Chile,2006,12.88316423357664,Chile,2006,64.048,3.88,109.724
Algeria,2009,19.07696666666667,Algeria,2009,116.328,3.278,177.874
Ireland,1989,10.10075,Ireland,1989,30.061,8.562,56.878
Ireland,1999,10.223958333333334,Ireland,1999,42.44,11.309,77.852
Armenia,2004,10.761000000000001,Armenia,2004,3.691,1.221,9.073
Sudan,2003,28.823308333333333,Sudan,2003,8.515,0.285,136.858
Portugal,2013,15.92785714285714,Portugal,2013,48.146,4.604,59.408
Uzbekistan,1982,12.088791666666665,Uzbekistan,1982,89.966,5.465,138.011
Thailand,1989,27.099662698412697,Thailand,1989,71.696,1.331,265.607
Bulgaria,2002,11.834047619047618,Bulgaria,2002,46.141,5.869,54.355
Bolivia,1991,12.530880597014926,Bolivia,1991,10.506,1.443,76.025
Pakistan,1978,24.061548022598878,Pakistan,1978,26.051,0.341,114.023
Spain,1990,15.661785,Spain,1990,229.383,5.869,283.0
Ecuador,1989,20.58419871794872,Ecuador,1989,20.194,1.972,91.878
Madagascar,2009,23.011971830985914,Madagascar,2009,1.699,0.079,71.653
New Zealand,1976,12.728065420560748,New Zealand,1976,19.249,6.156,104.148
Bangladesh,1992,25.392100877192984,Bangladesh,1992,15.391,0.133,94.167
Venezuela,2004,26.05385625,Venezuela,2004,142.842,5.423,257.117
Colombia,1989,22.78861111111111,Colombia,1989,53.1,1.671,156.13
Lebanon,1986,19.19325,Lebanon,1986,7.478,2.266,9.329
Poland,1988,10.181034574468088,Poland,1988,444.241,11.747,620.71
Benin,2007,27.859972222222225,Benin,2007,3.931,0.439,32.751
Senegal,1983,26.988125,Senegal,1983,2.611,0.413,11.641
Cambodia,1975,27.049916666666665,Cambodia,1975,0.048,0.007,23.457
Kazakhstan,1976,8.012157142857145,Kazakhstan,1976,206.067,14.72,361.364
Albania,1979,15.865,Albania,1979,7.584,2.828,14.26
Turkmenistan,1996,14.834388888888888,Turkmenistan,1996,31.654,7.424,55.888
Sweden,2005,7.440263157894736,Sweden,2005,53.787,5.957,76.726
Mexico,1975,20.021861683848797,Mexico,1975,164.104,2.782,295.396
Pakistan,1979,24.148577683615823,Pakistan,1979,28.134,0.356,136.523
United States,1988,14.71723815746488,United States,1988,4897.776,19.718,6267.084
Ecuador,1988,20.85780128205128,Ecuador,1988,17.205,1.719,70.98
Bangladesh,1989,25.566004385964913,Bangladesh,1989,13.382,0.122,98.455
Venezuela,1997,26.17215625,Venezuela,1997,129.755,5.609,235.632
Belarus,2010,7.337781249999999,Belarus,2010,62.515,6.587,102.54
Vietnam,2007,25.50440833333333,Vietnam,2007,101.433,1.213,312.522
Tanzania,1979,22.72847395833334,Tanzania,1979,2.063,0.111,101.146
Tanzania,1984,22.734744791666667,Tanzania,1984,2.347,0.108,134.922
Honduras,2006,24.829349999999994,Honduras,2006,7.698,1.005,21.683
Afghanistan,1979,14.508175824175826,Afghanistan,1979,2.233,0.164,19.59
Afghanistan,1990,14.913135416666668,Afghanistan,1990,2.024,0.168,13.519
Australia,1999,17.430255952380953,Australia,1999,343.876,18.185,710.665
Armenia,1987,9.534999999999998,Armenia,1987,8.169,2.454,10.861
Greece,1990,17.04778571428571,Greece,1990,83.437,8.133,104.685
Djibouti,1981,29.21466666666666,Djibouti,1981,0.3,0.876,0.88
Lithuania,1998,6.8343,Lithuania,1998,15.997,4.509,30.05
Lithuania,2000,8.291916666666667,Lithuania,2000,11.843,3.383,3.408
Sudan,1987,28.770699999999998,Sudan,1987,3.07,0.148,54.644
Dominican Republic,1981,26.473694444444444,Dominican Republic,1981,6.133,1.045,21.86
Hong Kong,2006,22.230083333333337,Hong Kong,2006,41.915,6.047,46.763
United Kingdom,2002,10.423795343137256,United Kingdom,2002,560.273,9.41,693.542
Morocco,1996,17.945700000000002,Morocco,1996,29.525,1.101,59.024
Pakistan,1985,24.75133050847458,Pakistan,1985,46.814,0.477,138.435
Iran,1985,15.673148477157362,Iran,1985,160.486,3.237,271.552
China,2004,15.17907221006565,China,2004,5210.961,4.002,6840.591
China,2009,15.17998755186723,China,2009,7881.491,5.871,9644.707
Lebanon,1999,20.07633333333333,Lebanon,1999,16.43,3.861,18.818
South Africa,1974,16.279706666666666,South Africa,1974,176.548,7.065,268.596
Argentina,1979,17.150453125000006,Argentina,1979,110.649,4.014,295.368
Ireland,2006,10.427666666666665,Ireland,2006,47.597,11.15,80.521
Latvia,2000,7.577708333333333,Latvia,2000,7.082,2.99,5.407
Uganda,1987,24.95227777777778,Uganda,1987,0.772,0.048,34.659
Greece,1976,15.795166666666665,Greece,1976,42.656,4.657,61.984
Togo,2003,27.453833333333336,Togo,2003,1.805,0.325,8.423
